match_id,batter,batsman_runs
335982,AA Noffke,9
335982,B Akhil,0
335982,BB McCullum,158
335982,CL White,6
335982,DJ Hussey,12
335982,JH Kallis,8
335982,MV Boucher,7
335982,Mohammad Hafeez,5
335982,P Kumar,18
335982,R Dravid,2
335982,RT Ponting,20
335982,SB Joshi,3
335982,SC Ganguly,10
335982,V Kohli,1
335982,W Jaffer,6
335982,Z Khan,3
335983,IK Pathan,3
335983,JDP Oram,13
335983,JR Hopes,71
335983,K Goel,24
335983,KC Sangakkara,54
335983,MEK Hussey,116
335983,ML Hayden,25
335983,MS Dhoni,2
335983,PA Patel,15
335983,S Badrinath,31
335983,SK Raina,32
335983,SM Katich,21
335983,Yuvraj Singh,23
335984,D Salunkhe,26
335984,DS Lehmann,1
335984,G Gambhir,58
335984,M Kaif,9
335984,M Rawat,2
335984,RA Jadeja,29
335984,S Dhawan,52
335984,SK Trivedi,3
335984,SK Warne,14
335984,SR Watson,21
335984,T Kohli,7
335984,V Sehwag,12
335984,YK Pathan,10
335985,AM Nayar,20
335985,B Akhil,3
335985,DJ Thornely,0
335985,Harbhajan Singh,2
335985,JH Kallis,25
335985,L Ronchi,8
335985,LRPL Taylor,23
335985,MV Boucher,39
335985,PR Shah,19
335985,R Dravid,32
335985,RV Uthappa,48
335985,S Chanderpaul,16
335985,SM Pollock,28
335985,ST Jayasuriya,29
335985,V Kohli,23
335986,A Symonds,32
335986,AC Gilchrist,23
335986,AS Yadav,10
335986,BB McCullum,5
335986,DJ Hussey,38
335986,LR Shukla,4
335986,Mohammad Hafeez,13
335986,RG Sharma,0
335986,RP Singh,1
335986,RT Ponting,0
335986,SB Bangar,14
335986,SB Styris,6
335986,SC Ganguly,14
335986,VVS Laxman,0
335986,WP Saha,10
335986,WPUJC Vaas,0
335986,Y Venugopal Rao,14
335987,B Lee,0
335987,DPMD Jayawardene,2
335987,DS Lehmann,17
335987,IK Pathan,12
335987,JR Hopes,16
335987,K Goel,26
335987,KC Sangakkara,20
335987,Kamran Akmal,15
335987,M Kaif,5
335987,PP Chawla,24
335987,RA Jadeja,36
335987,S Sohal,4
335987,SR Watson,76
335987,WA Mota,1
335987,YK Pathan,7
335987,Yuvraj Singh,57
335988,A Symonds,12
335988,AC Gilchrist,8
335988,AS Yadav,12
335988,G Gambhir,12
335988,RG Sharma,66
335988,RP Singh,1
335988,S Dhawan,25
335988,SB Bangar,8
335988,Shahid Afridi,2
335988,V Sehwag,94
335988,VVS Laxman,2
335988,WPUJC Vaas,12
335988,Y Venugopal Rao,14
335989,A Nehra,1
335989,AM Nayar,45
335989,DJ Bravo,24
335989,Harbhajan Singh,28
335989,JDP Oram,5
335989,L Ronchi,2
335989,MA Khote,9
335989,MEK Hussey,5
335989,ML Hayden,81
335989,MS Dhoni,30
335989,PA Patel,14
335989,RV Uthappa,43
335989,S Badrinath,2
335989,SK Raina,53
335989,SM Pollock,17
335989,ST Jayasuriya,20
335990,A Symonds,117
335990,AC Gilchrist,13
335990,AS Yadav,16
335990,D Salunkhe,1
335990,GC Smith,71
335990,Kamran Akmal,12
335990,M Kaif,34
335990,Pankaj Singh,4
335990,RA Jadeja,1
335990,RG Sharma,36
335990,SK Warne,22
335990,SR Watson,4
335990,Shahid Afridi,10
335990,VVS Laxman,16
335990,YK Pathan,61
335991,A Nehra,2
335991,AM Nayar,2
335991,B Lee,16
335991,DJ Bravo,23
335991,DPMD Jayawardene,12
335991,DS Kulkarni,2
335991,Harbhajan Singh,0
335991,IK Pathan,6
335991,K Goel,18
335991,KC Sangakkara,94
335991,L Ronchi,11
335991,MA Khote,8
335991,PP Chawla,0
335991,RR Sarwan,7
335991,RV Uthappa,21
335991,S Sohal,0
335991,S Sreesanth,0
335991,SM Pollock,22
335991,SS Tiwary,17
335991,ST Jayasuriya,1
335991,VRV Singh,4
335991,Yuvraj Singh,18
335992,GC Smith,49
335992,JH Kallis,11
335992,LRPL Taylor,44
335992,M Kaif,4
335992,M Rawat,0
335992,MV Boucher,4
335992,P Kumar,34
335992,R Dravid,0
335992,R Vinay Kumar,1
335992,S Chanderpaul,2
335992,SB Joshi,3
335992,SR Watson,61
335992,V Kohli,13
335992,YK Pathan,21
335992,Z Khan,17
335993,AB Agarkar,11
335993,BB McCullum,24
335993,DJ Hussey,0
335993,I Sharma,4
335993,LR Shukla,42
335993,M Kartik,3
335993,ML Hayden,70
335993,MS Dhoni,43
335993,Mohammad Hafeez,16
335993,PA Patel,21
335993,RT Ponting,0
335993,SC Ganguly,12
335993,WP Saha,27
335994,AC Gilchrist,109
335994,AM Nayar,34
335994,AM Rahane,0
335994,DJ Bravo,34
335994,L Ronchi,13
335994,MA Khote,7
335994,RV Uthappa,6
335994,SM Pollock,31
335994,ST Jayasuriya,18
335994,VVS Laxman,37
335995,B Lee,1
335995,DPMD Jayawardene,15
335995,G Gambhir,18
335995,IK Pathan,10
335995,K Goel,1
335995,KC Sangakkara,4
335995,KD Karthik,24
335995,MF Maharoof,18
335995,MK Tiwary,39
335995,R Bhatia,17
335995,S Dhawan,0
335995,SM Katich,75
335995,Shoaib Malik,19
335995,TM Srivastava,7
335995,V Sehwag,6
335995,VY Mahesh,6
335995,Yuvraj Singh,40
335996,B Akhil,2
335996,B Chipli,8
335996,DW Steyn,1
335996,JH Kallis,14
335996,LRPL Taylor,53
335996,MEK Hussey,47
335996,ML Hayden,13
335996,MS Dhoni,65
335996,MV Boucher,4
335996,P Kumar,6
335996,PA Patel,21
335996,R Dravid,0
335996,SK Raina,28
335996,V Kohli,12
335996,W Jaffer,50
335996,Z Khan,8
335997,AB Agarkar,2
335997,AM Rahane,4
335997,BB McCullum,1
335997,DB Das,29
335997,DJ Bravo,64
335997,DJ Hussey,17
335997,LR Shukla,40
335997,M Kartik,10
335997,MK Pandey,0
335997,Mohammad Hafeez,2
335997,RT Ponting,19
335997,RV Uthappa,37
335997,SC Ganguly,4
335997,ST Jayasuriya,18
335998,G Gambhir,86
335998,JH Kallis,54
335998,KD Karthik,2
335998,LRPL Taylor,29
335998,MK Tiwary,11
335998,MV Boucher,31
335998,P Kumar,6
335998,R Bhatia,8
335998,R Dravid,38
335998,S Dhawan,50
335998,Shoaib Malik,6
335998,V Kohli,1
335998,V Sehwag,24
335998,W Jaffer,10
335999,AC Gilchrist,6
335999,D Kalyankrishna,3
335999,DNT Zoysa,1
335999,DPMD Jayawardene,45
335999,HH Gibbs,7
335999,KC Sangakkara,3
335999,RG Sharma,76
335999,RP Singh,2
335999,RR Sarwan,15
335999,SB Bangar,3
335999,SE Marsh,84
335999,Shahid Afridi,13
335999,VVS Laxman,48
335999,Y Venugopal Rao,1
335999,Yuvraj Singh,14
336000,AB Agarkar,20
336000,AB Dinda,1
336000,BJ Hodge,1
336000,DB Das,11
336000,DJ Hussey,42
336000,GC Smith,2
336000,I Sharma,1
336000,LR Shukla,2
336000,M Kaif,21
336000,M Rawat,1
336000,RA Jadeja,33
336000,SA Asnodkar,60
336000,SC Ganguly,51
336000,SK Warne,7
336000,SR Watson,0
336000,Salman Butt,7
336000,Sohail Tanvir,3
336000,Umar Gul,2
336000,WP Saha,1
336000,YK Pathan,55
336001,AB de Villiers,26
336001,G Gambhir,50
336001,JA Morkel,28
336001,MS Dhoni,32
336001,PA Patel,21
336001,S Badrinath,11
336001,S Dhawan,19
336001,S Vidyut,54
336001,SK Raina,3
336001,SP Fleming,13
336001,V Sehwag,71
336002,AC Gilchrist,46
336002,AS Yadav,8
336002,B Akhil,27
336002,CL White,31
336002,DB Ravi Teja,7
336002,HH Gibbs,47
336002,JH Kallis,31
336002,LPC Silva,0
336002,Misbah-ul-Haq,34
336002,R Dravid,31
336002,RG Sharma,17
336002,RP Singh,1
336002,V Kohli,9
336002,W Jaffer,5
336002,WPUJC Vaas,0
336002,Y Venugopal Rao,26
336003,AB Agarkar,1
336003,BJ Hodge,1
336003,DB Das,5
336003,DJ Hussey,71
336003,DPMD Jayawardene,10
336003,IK Pathan,24
336003,JR Hopes,18
336003,K Goel,6
336003,KC Sangakkara,28
336003,LR Shukla,7
336003,Mohammad Hafeez,13
336003,PP Chawla,21
336003,SC Ganguly,5
336003,SE Marsh,40
336003,WP Saha,59
336003,Yuvraj Singh,17
336004,AB de Villiers,21
336004,AM Nayar,2
336004,DJ Bravo,2
336004,DJ Thornely,30
336004,G Gambhir,1
336004,GD McGrath,0
336004,KD Karthik,28
336004,Mohammad Asif,0
336004,PJ Sangwan,2
336004,R Bhatia,9
336004,RR Raje,6
336004,RV Uthappa,22
336004,S Dhawan,1
336004,SM Pollock,33
336004,SS Tiwary,9
336004,ST Jayasuriya,34
336004,Shoaib Malik,24
336004,V Sehwag,40
336004,VY Mahesh,3
336004,YV Takawale,14
336005,GC Smith,35
336005,JA Morkel,42
336005,Joginder Sharma,0
336005,M Muralitharan,0
336005,M Ntini,11
336005,MS Dhoni,1
336005,MS Gony,1
336005,PA Patel,0
336005,S Badrinath,15
336005,S Vidyut,5
336005,SA Asnodkar,32
336005,SK Raina,27
336005,SP Fleming,0
336005,SR Watson,14
336005,YK Pathan,8
336006,A Kumble,3
336006,CL White,0
336006,DPMD Jayawardene,17
336006,DT Patil,4
336006,DW Steyn,1
336006,IK Pathan,17
336006,JH Kallis,0
336006,JR Hopes,5
336006,Misbah-ul-Haq,8
336006,P Kumar,0
336006,R Dravid,66
336006,RR Sarwan,31
336006,SE Marsh,39
336006,V Kohli,34
336006,W Jaffer,0
336006,Yuvraj Singh,1
336006,Z Khan,0
336007,AC Gilchrist,54
336007,HH Gibbs,10
336007,JA Morkel,29
336007,Joginder Sharma,16
336007,MS Dhoni,23
336007,MS Gony,15
336007,PA Patel,4
336007,RG Sharma,23
336007,S Anirudha,1
336007,S Badrinath,0
336007,SB Styris,36
336007,SK Raina,32
336007,SP Fleming,14
336007,Shahid Afridi,20
336008,AM Nayar,12
336008,DJ Bravo,1
336008,GC Smith,5
336008,M Kaif,4
336008,M Rawat,1
336008,MM Patel,0
336008,RA Jadeja,0
336008,RV Uthappa,34
336008,SA Asnodkar,39
336008,SK Trivedi,1
336008,SK Warne,7
336008,SR Watson,32
336008,ST Jayasuriya,18
336008,Sohail Tanvir,6
336008,YK Pathan,1
336008,YV Takawale,27
336009,AB de Villiers,0
336009,CK Kapugedera,8
336009,G Gambhir,80
336009,JA Morkel,30
336009,KD Karthik,6
336009,MK Tiwary,5
336009,MS Dhoni,33
336009,MS Gony,13
336009,S Badrinath,8
336009,S Dhawan,59
336009,S Vidyut,40
336009,SK Raina,1
336009,SP Fleming,44
336009,Shoaib Malik,2
336009,V Sehwag,23
336010,A Chopra,2
336010,BJ Hodge,10
336010,CL White,30
336010,DJ Hussey,26
336010,J Arunkumar,22
336010,LR Shukla,11
336010,M Kartik,17
336010,MV Boucher,50
336010,P Kumar,4
336010,R Dravid,5
336010,S Chanderpaul,7
336010,SC Ganguly,20
336010,T Taibu,15
336010,Umar Gul,6
336010,WP Saha,17
336011,AC Gilchrist,61
336011,DB Ravi Teja,6
336011,GC Smith,40
336011,HH Gibbs,19
336011,M Kaif,17
336011,PP Ojha,1
336011,RG Sharma,5
336011,RP Singh,2
336011,SB Bangar,3
336011,SB Styris,13
336011,SR Watson,5
336011,Shahid Afridi,1
336011,Y Venugopal Rao,23
336011,YK Pathan,68
336012,B Akhil,5
336012,CL White,26
336012,MV Boucher,18
336012,Misbah-ul-Haq,0
336012,P Kumar,8
336012,R Dravid,11
336012,R Vinay Kumar,23
336012,RV Uthappa,19
336012,SP Goswami,20
336012,SR Tendulkar,40
336012,ST Jayasuriya,54
336012,V Kohli,0
336013,DPMD Jayawardene,8
336013,IK Pathan,40
336013,JA Morkel,7
336013,JR Hopes,14
336013,K Goel,1
336013,MS Dhoni,60
336013,PP Chawla,17
336013,RR Sarwan,20
336013,S Badrinath,64
336013,S Vidyut,8
336013,SE Marsh,58
336013,SK Raina,26
336013,SP Fleming,1
336013,U Kaul,0
336013,VRV Singh,0
336013,Yuvraj Singh,2
336014,A Chopra,24
336014,AC Gilchrist,24
336014,DB Ravi Teja,10
336014,DJ Hussey,57
336014,HH Gibbs,5
336014,LR Shukla,14
336014,RG Sharma,33
336014,RP Singh,6
336014,SB Bangar,2
336014,SB Styris,5
336014,SC Ganguly,91
336014,Salman Butt,4
336014,T Taibu,9
336014,WPUJC Vaas,9
336014,Y Venugopal Rao,71
336015,A Mishra,4
336015,AB de Villiers,20
336015,AD Mascarenhas,9
336015,G Gambhir,31
336015,GC Smith,24
336015,KD Karthik,13
336015,M Kaif,1
336015,M Rawat,5
336015,MF Maharoof,39
336015,NK Patel,4
336015,RA Jadeja,6
336015,S Dhawan,3
336015,SK Warne,11
336015,SR Watson,74
336015,TM Dilshan,18
336015,V Sehwag,17
336015,VY Mahesh,0
336015,YK Pathan,8
336016,A Kumble,0
336016,CL White,10
336016,J Arunkumar,1
336016,JR Hopes,27
336016,LA Pomersbach,34
336016,MV Boucher,39
336016,Misbah-ul-Haq,21
336016,P Kumar,5
336016,R Dravid,29
336016,R Vinay Kumar,1
336016,SE Marsh,74
336016,V Kohli,21
336016,Z Khan,1
336017,A Chopra,13
336017,A Mishra,31
336017,AB de Villiers,7
336017,DJ Hussey,31
336017,G Gambhir,10
336017,Iqbal Abdulla,1
336017,LR Shukla,10
336017,MF Maharoof,10
336017,MK Tiwary,9
336017,PJ Sangwan,0
336017,S Dhawan,7
336017,SC Ganguly,7
336017,Salman Butt,48
336017,T Taibu,7
336017,TM Dilshan,25
336017,V Sehwag,0
336017,VY Mahesh,3
336017,WP Saha,5
336018,CK Kapugedera,0
336018,JA Morkel,5
336018,MS Dhoni,43
336018,RV Uthappa,16
336018,S Badrinath,53
336018,S Vidyut,16
336018,SK Raina,1
336018,SP Fleming,26
336018,SR Tendulkar,12
336018,ST Jayasuriya,114
336019,D Salunkhe,6
336019,JR Hopes,51
336019,Kamran Akmal,24
336019,LA Pomersbach,1
336019,M Kaif,1
336019,M Rawat,23
336019,NK Patel,57
336019,Pankaj Singh,1
336019,SE Marsh,115
336019,SR Watson,22
336019,YK Pathan,39
336019,Younis Khan,3
336019,Yuvraj Singh,49
336020,AC Gilchrist,14
336020,DB Ravi Teja,9
336020,DP Vijaykumar,1
336020,G Gambhir,79
336020,HH Gibbs,22
336020,MF Maharoof,19
336020,MK Tiwary,4
336020,PM Sarvesh Kumar,1
336020,PP Ojha,0
336020,RG Sharma,35
336020,RP Singh,1
336020,S Dhawan,68
336020,SB Styris,29
336020,Shahid Afridi,33
336020,TM Dilshan,16
336020,V Sehwag,0
336020,Y Venugopal Rao,34
336021,A Chopra,1
336021,AB Agarkar,15
336021,AB Dinda,1
336021,DJ Hussey,2
336021,DJ Thornely,1
336021,I Sharma,4
336021,LR Shukla,0
336021,Mohammad Hafeez,5
336021,RV Uthappa,9
336021,SC Ganguly,15
336021,SR Tendulkar,0
336021,ST Jayasuriya,48
336021,Salman Butt,13
336021,Shoaib Akhtar,2
336021,WP Saha,1
336022,DPMD Jayawardene,36
336022,G Gambhir,40
336022,JR Hopes,4
336022,LA Pomersbach,25
336022,MF Maharoof,0
336022,S Dhawan,8
336022,SE Marsh,2
336022,Shoaib Malik,1
336022,TM Dilshan,8
336022,V Sehwag,51
336022,Yuvraj Singh,23
336023,A Kumble,8
336023,Abdur Razzak,0
336023,CL White,10
336023,DT Patil,9
336023,GC Smith,75
336023,J Arunkumar,0
336023,JH Kallis,20
336023,Misbah-ul-Haq,0
336023,P Kumar,0
336023,R Dravid,75
336023,SA Asnodkar,50
336023,SR Watson,46
336023,V Kohli,3
336023,Z Khan,1
336024,AC Gilchrist,13
336024,AM Nayar,38
336024,DB Ravi Teja,37
336024,DJ Bravo,30
336024,DJ Thornely,8
336024,DNT Zoysa,10
336024,H Das,2
336024,LPC Silva,17
336024,PR Shah,10
336024,RG Sharma,6
336024,RP Singh,3
336024,RR Raje,1
336024,RV Uthappa,7
336024,SR Tendulkar,23
336024,ST Jayasuriya,36
336024,Shahid Afridi,0
336024,Y Venugopal Rao,57
336024,YV Takawale,5
336025,DB Das,27
336025,DJ Hussey,0
336025,LR Shukla,13
336025,Mohammad Hafeez,6
336025,PA Patel,19
336025,SC Ganguly,2
336025,SP Fleming,32
336025,Salman Butt,73
336025,WP Saha,15
336026,AB de Villiers,21
336026,B Akhil,3
336026,B Chipli,2
336026,CL White,1
336026,G Gambhir,39
336026,JH Kallis,25
336026,KD Karthik,6
336026,MF Maharoof,13
336026,Misbah-ul-Haq,47
336026,P Kumar,2
336026,R Dravid,9
336026,S Dhawan,16
336026,SP Goswami,52
336026,TM Dilshan,4
336026,V Sehwag,47
336026,Z Khan,4
336027,AB Agarkar,5
336027,DB Das,31
336027,DJ Hussey,11
336027,GC Smith,24
336027,I Sharma,2
336027,LR Shukla,15
336027,M Kaif,34
336027,Mohammad Hafeez,4
336027,SA Asnodkar,5
336027,SC Ganguly,32
336027,SR Watson,19
336027,Salman Butt,24
336027,Sohail Tanvir,13
336027,Umar Gul,7
336027,WP Saha,11
336027,YK Pathan,48
336028,A Nehra,0
336028,AM Nayar,27
336028,CRD Fernando,2
336028,DPMD Jayawardene,1
336028,DR Smith,20
336028,IK Pathan,9
336028,JR Hopes,0
336028,LA Pomersbach,79
336028,PR Shah,5
336028,RV Uthappa,9
336028,SD Chitnis,15
336028,SE Marsh,81
336028,SM Pollock,0
336028,SR Tendulkar,65
336028,ST Jayasuriya,20
336028,VS Yeligati,2
336028,Yuvraj Singh,7
336029,A Kumble,2
336029,B Akhil,6
336029,JA Morkel,1
336029,JH Kallis,5
336029,L Balaji,0
336029,M Ntini,0
336029,MS Dhoni,4
336029,MS Gony,4
336029,MV Boucher,17
336029,Misbah-ul-Haq,4
336029,P Kumar,21
336029,PA Patel,24
336029,R Dravid,47
336029,R Vinay Kumar,0
336029,S Badrinath,1
336029,S Vidyut,0
336029,SK Raina,21
336029,SP Fleming,45
336029,SP Goswami,10
336029,V Kohli,10
336031,AC Gilchrist,50
336031,DPMD Jayawardene,14
336031,HH Gibbs,44
336031,KC Sangakkara,50
336031,LA Pomersbach,13
336031,LPC Silva,23
336031,PP Chawla,16
336031,RG Sharma,50
336031,SB Styris,1
336031,SE Marsh,60
336031,Y Venugopal Rao,2
336031,Yuvraj Singh,17
336032,AM Nayar,1
336032,DR Smith,17
336032,G Gambhir,19
336032,KD Karthik,56
336032,MF Maharoof,20
336032,MK Tiwary,36
336032,PR Shah,0
336032,RV Uthappa,46
336032,S Dhawan,27
336032,SD Chitnis,3
336032,SM Pollock,16
336032,SR Tendulkar,18
336032,ST Jayasuriya,66
336032,TM Dilshan,0
336032,V Sehwag,18
336033,A Mukund,0
336033,GC Smith,91
336033,JA Morkel,71
336033,Kamran Akmal,53
336033,M Kaif,10
336033,MS Dhoni,12
336033,MS Gony,2
336033,PA Patel,54
336033,S Badrinath,1
336033,SA Asnodkar,41
336033,SK Raina,45
336033,SP Fleming,7
336033,T Kohli,3
336033,YK Pathan,6
336034,AC Gilchrist,10
336034,AS Yadav,3
336034,B Chipli,10
336034,HH Gibbs,5
336034,JH Kallis,6
336034,MV Boucher,16
336034,Misbah-ul-Haq,3
336034,P Kumar,8
336034,R Dravid,26
336034,RG Sharma,57
336034,SB Bangar,17
336034,SB Styris,2
336034,Shahid Afridi,1
336034,V Kohli,38
336034,VVS Laxman,52
336034,W Jaffer,44
336035,A Chopra,2
336035,DB Das,0
336035,DJ Hussey,12
336035,DPMD Jayawardene,11
336035,I Sharma,0
336035,IK Pathan,7
336035,JR Hopes,13
336035,KC Sangakkara,64
336035,LR Shukla,5
336035,PP Chawla,0
336035,SC Ganguly,86
336035,SE Marsh,40
336035,Salman Butt,24
336035,TM Srivastava,1
336035,Umar Gul,24
336035,WP Saha,13
336035,Yuvraj Singh,27
336036,AM Nayar,25
336036,DR Smith,8
336036,Kamran Akmal,18
336036,M Kaif,12
336036,MK Pandey,3
336036,NK Patel,40
336036,RA Jadeja,23
336036,RR Raje,1
336036,RV Uthappa,3
336036,SA Asnodkar,17
336036,SM Pollock,0
336036,SR Tendulkar,30
336036,SR Watson,18
336036,ST Jayasuriya,38
336036,YK Pathan,2
336036,YV Takawale,24
336037,AC Gilchrist,5
336037,AS Yadav,0
336037,DB Ravi Teja,40
336037,HH Gibbs,8
336037,JA Morkel,12
336037,MS Dhoni,37
336037,PA Patel,20
336037,PP Ojha,1
336037,RP Singh,10
336037,SB Styris,20
336037,SK Raina,54
336037,SP Fleming,14
336037,Shahid Afridi,1
336037,Y Venugopal Rao,46
336038,A Mishra,2
336038,G Gambhir,11
336038,GC Smith,25
336038,GD McGrath,4
336038,KD Karthik,10
336038,M Kaif,12
336038,M Rawat,2
336038,MF Maharoof,6
336038,MK Tiwary,0
336038,Mohammad Asif,3
336038,RA Jadeja,7
336038,S Dhawan,5
336038,SA Asnodkar,39
336038,SK Trivedi,1
336038,SK Warne,0
336038,SR Watson,52
336038,Sohail Tanvir,5
336038,TM Dilshan,33
336038,V Sehwag,3
336038,VY Mahesh,3
336038,YK Pathan,45
336039,DPMD Jayawardene,8
336039,IK Pathan,3
336039,JR Hopes,2
336039,KC Sangakkara,3
336039,PA Patel,51
336039,PP Chawla,12
336039,RR Powar,28
336039,S Sreesanth,0
336039,S Vidyut,6
336039,SE Marsh,23
336039,SK Raina,55
336039,WA Mota,25
336039,Yuvraj Singh,4
336040,CK Kapugedera,8
336040,JA Morkel,16
336040,Kamran Akmal,6
336040,M Kaif,12
336040,MS Dhoni,29
336040,NK Patel,2
336040,PA Patel,38
336040,RA Jadeja,0
336040,S Badrinath,6
336040,S Vidyut,16
336040,SA Asnodkar,28
336040,SK Raina,43
336040,SK Warne,9
336040,SR Watson,28
336040,Sohail Tanvir,9
336040,YK Pathan,56
392181,A Flintoff,24
392181,AM Nayar,35
392181,DJ Bravo,5
392181,Harbhajan Singh,4
392181,JDP Oram,8
392181,JP Duminy,9
392181,Joginder Sharma,16
392181,ML Hayden,44
392181,MS Dhoni,36
392181,PA Patel,0
392181,S Badrinath,0
392181,S Dhawan,22
392181,SK Raina,8
392181,SR Tendulkar,59
392181,ST Jayasuriya,26
392181,T Thushara,1
392181,Z Khan,2
392182,AD Mascarenhas,0
392182,B Akhil,9
392182,GC Smith,2
392182,JD Ryder,0
392182,KP Pietersen,32
392182,Kamran Khan,3
392182,LRPL Taylor,0
392182,M Rawat,4
392182,MM Patel,0
392182,NK Patel,4
392182,P Kumar,8
392182,R Dravid,66
392182,R Vinay Kumar,8
392182,RA Jadeja,11
392182,RV Uthappa,3
392182,SA Asnodkar,0
392182,SK Warne,3
392182,T Henderson,11
392182,V Kohli,3
392182,YK Pathan,11
392183,DPMD Jayawardene,6
392183,G Gambhir,15
392183,IK Pathan,6
392183,K Goel,38
392183,KC Sangakkara,8
392183,RS Bopara,22
392183,V Sehwag,38
392183,Yuvraj Singh,16
392184,A Chopra,11
392184,AB Agarkar,7
392184,AB Dinda,2
392184,AC Gilchrist,13
392184,BB McCullum,1
392184,BJ Hodge,31
392184,CH Gayle,10
392184,HH Gibbs,43
392184,I Sharma,9
392184,LR Shukla,8
392184,M Kartik,10
392184,MC Henriques,6
392184,RG Sharma,36
392184,SC Ganguly,1
392184,VVS Laxman,10
392185,A Flintoff,22
392185,A Kumble,1
392185,DW Steyn,0
392185,JA Morkel,5
392185,JH Kallis,24
392185,KP Pietersen,0
392185,LRPL Taylor,1
392185,ML Hayden,65
392185,MS Dhoni,16
392185,P Kumar,0
392185,PA Patel,30
392185,R Bishnoi,0
392185,R Dravid,20
392185,R Vinay Kumar,5
392185,RV Uthappa,20
392185,SK Raina,28
392185,V Kohli,11
392186,BB McCullum,21
392186,BJ Hodge,10
392186,CH Gayle,44
392186,DPMD Jayawardene,31
392186,IK Pathan,32
392186,K Goel,0
392186,KC Sangakkara,26
392186,PP Chawla,3
392186,RS Bopara,15
392186,T Kohli,1
392186,Yuvraj Singh,38
392188,A Kumble,1
392188,AC Gilchrist,71
392188,DB Ravi Teja,8
392188,FH Edwards,3
392188,HH Gibbs,13
392188,JD Ryder,0
392188,JH Kallis,15
392188,KP Pietersen,11
392188,KV Sharma,1
392188,P Kumar,14
392188,R Bishnoi,1
392188,R Dravid,48
392188,RG Sharma,52
392188,RV Uthappa,12
392188,SB Styris,14
392188,V Kohli,50
392188,VVS Laxman,5
392188,Y Venugopal Rao,9
392189,A Flintoff,16
392189,AB de Villiers,105
392189,G Gambhir,0
392189,JA Morkel,13
392189,Joginder Sharma,4
392189,KD Karthik,18
392189,M Muralitharan,0
392189,MK Tiwary,9
392189,ML Hayden,57
392189,MS Dhoni,5
392189,MS Gony,6
392189,PA Patel,16
392189,S Badrinath,7
392189,SK Raina,41
392189,TM Dilshan,50
392189,V Sehwag,6
392190,AB Agarkar,1
392190,AD Mascarenhas,27
392190,AS Raut,21
392190,BB McCullum,4
392190,BJ Hodge,5
392190,CH Gayle,54
392190,GC Smith,15
392190,I Sharma,1
392190,LR Shukla,13
392190,PC Valthaty,5
392190,RA Jadeja,22
392190,RJ Quiney,6
392190,SB Bangar,2
392190,SC Ganguly,46
392190,SK Warne,2
392190,YK Pathan,60
392190,Yashpal Singh,20
392191,A Kumble,5
392191,DPMD Jayawardene,1
392191,JD Ryder,32
392191,JH Kallis,62
392191,K Goel,19
392191,KC Sangakkara,26
392191,KP Pietersen,0
392191,LRPL Taylor,35
392191,P Kumar,13
392191,Pankaj Singh,0
392191,R Dravid,10
392191,R Vinay Kumar,1
392191,RS Bopara,84
392191,RV Uthappa,0
392191,V Kohli,2
392191,Yuvraj Singh,30
392192,AC Gilchrist,35
392192,AM Nayar,10
392192,DB Ravi Teja,9
392192,DJ Bravo,21
392192,DR Smith,35
392192,FH Edwards,1
392192,HH Gibbs,58
392192,Harbhajan Singh,20
392192,JP Duminy,47
392192,PP Ojha,0
392192,PR Shah,1
392192,RG Sharma,3
392192,RP Singh,4
392192,S Dhawan,3
392192,SR Tendulkar,36
392192,ST Jayasuriya,1
392192,VVS Laxman,0
392192,Y Venugopal Rao,9
392192,Z Khan,4
392194,AB de Villiers,21
392194,B Akhil,8
392194,G Gambhir,16
392194,JH Kallis,0
392194,KD Karthik,12
392194,KP Pietersen,37
392194,LRPL Taylor,31
392194,M Manhas,23
392194,MV Boucher,36
392194,Pankaj Singh,1
392194,RV Uthappa,3
392194,TM Dilshan,67
392194,V Kohli,22
392194,V Sehwag,7
392195,AD Mascarenhas,4
392195,AS Raut,1
392195,DPMD Jayawardene,7
392195,GC Smith,2
392195,IK Pathan,39
392195,KC Sangakkara,60
392195,M Rawat,4
392195,PP Chawla,6
392195,RA Jadeja,37
392195,RJ Quiney,7
392195,RS Bopara,11
392195,SA Asnodkar,3
392195,SK Warne,34
392195,WA Mota,1
392195,YK Pathan,10
392195,Yuvraj Singh,2
392196,AA Bilakhia,12
392196,AC Gilchrist,44
392196,DR Smith,12
392196,HH Gibbs,69
392196,JA Morkel,13
392196,JDP Oram,41
392196,ML Hayden,49
392196,MS Dhoni,22
392196,PA Patel,0
392196,RG Sharma,18
392196,S Badrinath,8
392196,SK Raina,25
392196,VVS Laxman,4
392197,AB Dinda,0
392197,AM Nayar,3
392197,AN Ghosh,0
392197,BAW Mendis,0
392197,BB McCullum,1
392197,BJ Hodge,24
392197,CH Gayle,12
392197,DJ Bravo,3
392197,Harbhajan Singh,18
392197,I Sharma,6
392197,JP Duminy,18
392197,LR Shukla,6
392197,S Dhawan,12
392197,SC Ganguly,34
392197,SR Tendulkar,68
392197,SS Tiwary,4
392197,ST Jayasuriya,52
392197,Yashpal Singh,8
392198,A Mishra,0
392198,AB de Villiers,50
392198,DL Vettori,29
392198,G Gambhir,8
392198,GC Smith,44
392198,KD Karthik,4
392198,M Manhas,23
392198,PC Valthaty,1
